ottoman,-10.214179039001465
keep,-9.566411972045898
aliens,-11.466694831848145
steep,-11.543493270874023
bafta,-13.343594551086426
gulf,-10.442655563354492
supplied,-11.296943664550781
bolton,-11.306476593017578
recycling,-11.794432640075684
strict,-11.637700080871582
spokesman,-11.50161075592041
abominably,-25.904870986938477
no,-6.984175682067871
dinosaurs,-12.251872062683105
elephants,-11.662360191345215
promoting,-10.545808792114258
opens,-10.715747833251953
salads,-18.773223876953125
prized,-13.720785140991211
raunchy,-22.2741641998291
trunk,-10.836338996887207
31,-8.648724555969238
submarine,-10.716022491455078
set,-7.964377403259277
yufu,-19.261890411376953
supermandarin,-29.011962890625
deceptively,-18.852190017700195
clouds,-11.821229934692383
fishes,-11.857199668884277
norris,-11.445789337158203
gays,-12.6639986038208
reveal,-10.827529907226562
faucet,-20.867387771606445
willy,-12.586194038391113
terminator,-17.003276824951172
mushers,-17.161582946777344
jock,-13.830978393554688
thanking,-15.560669898986816
costs,-10.12964153289795
whom,-9.105112075805664
imagine,-11.833429336547852
blarney,-21.105907440185547
justified,-12.250202178955078
catholic,-8.870216369628906
trouv,-21.570695877075195
trembled,-18.749330520629883
default,-11.530227661132812
deaths,-10.527351379394531
talk,-9.9253568649292
brokered,-14.440993309020996
languages,-9.465398788452148
adulteration,-24.033781051635742
boxing,-10.925206184387207
swaddled,-21.87644386291504
transcribing,-16.212697982788086
tats,-16.350921630859375
wrestle,-13.660429000854492
refute,-14.363851547241211
ivf,-17.066511154174805
reign,-10.13428783416748
grandiose,-24.11161994934082
paints,-13.119241714477539
brezhnev,-28.974821090698242
grotesquely,-32.63847351074219
signaled,-14.300313949584961
members,-7.957905292510986
magis,-17.367992401123047
access,-9.08841323852539
skid,-13.212274551391602
struggled,-11.384620666503906
contemplate,-15.047367095947266
nui,-14.213483810424805
gabrielle,-12.493213653564453
meat,-10.73921012878418
excise,-13.323028564453125
faster,-11.180098533630371
teaches,-11.323530197143555
œ600,-30.71255874633789
emotion,-12.070054054260254
ancestral,-11.479263305664062
magazines,-10.4406156539917
olympus,-14.43467903137207
900er,-24.08779525756836
recounts,-12.443159103393555
bones,-10.995850563049316
wept,-14.37511920928955
armbands,-20.35274314880371
countless,-12.839930534362793
chomsky,-14.43012523651123
owes,-11.81995964050293
doctorate,-11.04578971862793
credence,-19.96210479736328
jew,-12.902767181396484
reaching,-10.341557502746582
sheikhs,-23.237234115600586
towels,-18.02962875366211
landfills,-14.441366195678711
lords,-10.771341323852539
10p,-14.36795711517334
geometry,-10.968311309814453
ceiling,-11.229815483093262
concede,-13.185585021972656
satisfyingly,-19.96412467956543
sword,-10.673355102539062
murders,-10.766839981079102
hummed,-18.430097579956055
dusty,-12.196338653564453
ailments,-12.24815559387207
mangoes,-20.125118255615234
bluntly,-23.10845947265625
disease,-9.648815155029297
interviewed,-11.306126594543457
consenting,-14.835460662841797
programmes,-10.764245986938477
dr,-8.735917091369629
margaret,-9.77492904663086
1869,-10.860944747924805
clearly,-10.773425102233887
wobbly,-13.350436210632324
while,-7.222411632537842
blackjack,-13.350337028503418
extensively,-10.839486122131348
subconsciously,-20.635643005371094
lumps,-13.20355224609375
tend,-10.853108406066895
sterilization,-12.835583686828613
regions,-9.731310844421387
paper,-9.655326843261719
aviation,-10.155264854431152
elizabethan,-13.350774765014648
blackout,-13.3221435546875
kidz,-18.54052734375
snapped,-12.636146545410156
questioned,-11.163768768310547
crews,-11.709303855895996
skinny,-12.608443260192871
blessed,-11.15086555480957
talismans,-22.14713478088379
polls,-11.413616180419922
sake,-12.551375389099121
oriented,-10.502134323120117
geneva,-11.546541213989258
brass,-11.372349739074707
dead,-9.048202514648438
administrator,-11.00499153137207
ancestors,-11.354625701904297
actual,-10.394506454467773
entropy,-14.414939880371094
prosecutor,-12.47500991821289
partly,-10.509368896484375
anyhow,-21.124652862548828
coming,-9.789388656616211
ran,-9.146281242370605
accepting,-11.95724868774414
equal,-10.23410701751709
fou,-14.028932571411133
arrives,-10.85241985321045
informative,-13.919093132019043
flying,-9.778703689575195
mapy,-15.81734848022461
indigenous,-10.006360054016113
commercial,-9.269418716430664
fitzgerald,-11.504538536071777
chances,-11.615036010742188
archway,-18.488323211669922
enthralling,-22.569007873535156
fortress,-10.745290756225586
inattention,-21.03660774230957
married,-8.331684112548828
spruced,-19.31037712097168
hate,-11.101110458374023
same,-7.636246681213379
requests,-11.035035133361816
sparkling,-22.744388580322266
ample,-13.27166748046875
closing,-11.163222312927246
next,-8.37563419342041
pearl,-10.709432601928711
landscape,-10.017723083496094
genetic,-10.84467887878418
squandered,-20.336200714111328
saving,-11.346942901611328
fled,-10.888200759887695
datchler,-22.732585906982422
almighty,-26.237741470336914
minor,-9.15837287902832
substitute,-10.599444389343262
sexuality,-11.689970016479492
infection,-10.634525299072266
cares,-12.102152824401855
tivo,-17.287559509277344
promise,-11.512449264526367
full,-8.477588653564453
1914,-9.698391914367676
travelled,-11.215690612792969
diesel,-10.640470504760742
chatterley,-19.15986442565918
vengeance,-11.616134643554688
toward,-10.064035415649414
jury,-10.196965217590332
factors,-10.557531356811523
indifferent,-18.714780807495117
weekend,-10.981213569641113
rudd,-12.244467735290527
miasma,-21.09150505065918
easter,-11.347103118896484
maimed,-14.294496536254883
limerick,-11.188299179077148
lesser,-11.246646881103516
entrepreneurship,-13.350560188293457
interviewing,-12.861235618591309
herself,-9.937843322753906
shoveling,-23.162565231323242
45000,-13.833377838134766
glared,-18.996572494506836
ring,-9.524763107299805
retirement,-9.8187837600708
thrilling,-14.185546875
efficiently,-12.483817100524902
endanger,-15.908020973205566
arrange,-11.883923530578613
primarily,-9.707219123840332
headquarters,-9.589347839355469
patrons,-12.039541244506836
korea,-9.39280891418457
